149,81496,"Olost",NULL,3.4798,24,8,NULL,201707262100,1187,572,"Osona"
150,81509,"Orís","27.0215",17.14,24,8,20131016,201707262100,284,576,"Osona"
151,81516,"Oristà",NULL,25.2727,24,8,NULL,201707262100,593,468,"Osona"
152,81521,"Orpí","15.3009",22.4226,6,8,20170726,201707262100,190,375,"Anoia"
153,81537,"Òrrius",NULL,47.9697,21,8,NULL,201707262100,295,259,"Maresme"
154,81542,"Pacs del Penedès",NULL,15.7255,3,8,NULL,201707262100,787,201,"Alt Penedès"
155,81555,"Palafolls",NULL,10.8463,21,8,NULL,201801011500,7583,16,"Maresme"
156,81568,"Palau-solità i Plegamans",NULL,23.5455,40,8,NULL,201707262100,13310,130,"Vallès Occidental"
157,81574,"Pallejà",NULL,2.8728,11,8,NULL,201801011500,10535,41,"Baix Llobregat"
158,81580,"el Papiol","8.8475",11.9055,11,8,20141022,201707262100,3733,135,"Baix Llobregat"
159,81593,"Parets del Vallès",NULL,21.9776,41,8,NULL,201707262100,16413,98,"Vallès Oriental"
160,81607,"Perafita",NULL,40.4734,24,8,NULL,201707262100,379,754,"Osona"
161,81614,"Piera","57.1897",21.9061,6,8,20130529,201707262100,12951,324,"Anoia"
162,81629,"els Hostalets de Pierola",NULL,13.4638,6,8,NULL,201801011500,2003,361,"Anoia"
163,81635,"Pineda de Mar",NULL,33.71,21,8,NULL,201801011500,25504,10,"Maresme"
164,81640,"el Pla del Penedès",NULL,9.2427,3,8,NULL,201707262100,931,216,"Alt Penedès"
165,81653,"la Pobla de Claramunt","18.54",9.39,6,8,20101117,201707262100,2112,265,"Anoia"
166,81666,"la Pobla de Lillet",NULL,41.3292,14,8,NULL,201707262100,1327,843,"Berguedà"
167,81672,"Polinyà",NULL,18.7009,40,8,NULL,201707262100,6764,123,"Vallès Occidental"
168,81688,"Pontons",NULL,38.107,3,8,NULL,201707262100,498,584,"Alt Penedès"
169,81691,"el Prat de Llobregat",NULL,45.2359,11,8,NULL,201707262100,63069,8,"Baix Llobregat"
170,81705,"els Prats de Rei","26.0131",6.2729,6,8,20150429,201707262100,532,608,"Anoia"
171,81712,"Prats de Lluçanès",NULL,41.5563,24,8,NULL,201707262100,2753,707,"Osona"
172,81727,"Premià de Mar",NULL,26.9753,21,8,NULL,201707262100,27860,8,"Maresme"
173,81748,"Puigdàlber",NULL,73.63,3,8,NULL,201707262100,377,239,"Alt Penedès"
174,81751,"Puig-reig",NULL,47.5098,14,8,NULL,201707262100,4202,455,"Berguedà"
175,81764,"Pujalt",NULL,23.52,6,8,NULL,201707262100,203,770,"Anoia"
176,81770,"la Quar",NULL,4.8438,14,8,NULL,201707262100,61,885,"Berguedà"
177,81786,"Rajadell","45.5254",76.358,7,8,20170726,201707262100,467,361,"Bages"
178,81799,"Rellinars",NULL,18.6987,40,8,NULL,201801011500,653,322,"Vallès Occidental"
179,81803,"Ripollet",NULL,38.96,40,8,NULL,201707262100,35427,79,"Vallès Occidental"
180,81810,"la Roca del Vallès",NULL,32.4595,41,8,NULL,201707262100,9418,123,"Vallès Oriental"
181,81825,"el Pont de Vilomara i Rocafort",NULL,42.95,7,8,NULL,201707262100,3310,202,"Bages"
182,81831,"Roda de Ter","2.23",17.2794,24,8,20040325,201707262100,5535,443,"Osona"
183,81846,"Rubí",NULL,33.62,40,8,NULL,201707262100,70006,123,"Vallès Occidental"
184,81859,"Rubió","48.00",13.5235,6,8,20120620,201707262100,146,629,"Anoia"
185,81878,"Sabadell",NULL,14.7892,40,8,NULL,201707262100,200545,190,"Vallès Occidental"
186,81884,"Sagàs",NULL,3.9113,14,8,NULL,201707262100,143,738,"Berguedà"
187,81897,"Sant Pere Sallavinera","22.02",10.2781,6,8,20101117,201707262100,171,588,"Anoia"
188,81901,"Saldes",NULL,26.6302,14,8,NULL,201707262100,326,1215,"Berguedà"
189,81918,"Sallent",NULL,75.5357,7,8,NULL,201707262100,7146,278,"Bages"
190,81923,"Santpedor","16.7291",47.8808,7,8,20170726,201707262100,6263,336,"Bages"
191,81939,"Sant Iscle de Vallalta",NULL,5.5145,21,8,NULL,201707262100,1166,129,"Maresme"
192,81944,"Sant Adrià de Besòs",NULL,80.625,13,8,NULL,201707262100,32585,14,"Barcelonès"
193,81957,"Sant Agustí de Lluçanès","13.5722",25.0981,24,8,20170726,201707262100,107,816,"Osona"
194,81960,"Sant Andreu de la Barca","5.6202",52.0926,11,8,20160727,201707262100,25383,42,"Baix Llobregat"
195,81976,"Sant Andreu de Llavaneres",NULL,35.6447,21,8,NULL,201707262100,9463,114,"Maresme"
196,81982,"Sant Antoni de Vilamajor",NULL,29.9766,41,8,NULL,201707262100,4877,258,"Vallès Oriental"
197,81995,"Sant Bartomeu del Grau","34.6333",30.9932,24,8,20160505,201707262100,1001,868,"Osona"
198,82009,"Sant Boi de Llobregat",NULL,16.626,11,8,NULL,201707262100,81368,30,"Baix Llobregat"
199,82016,"Sant Boi de Lluçanès",NULL,38.7788,24,8,NULL,201707262100,575,813,"Osona"
200,82021,"Sant Celoni",NULL,29,41,8,NULL,201707262100,15544,152,"Vallès Oriental"
201,82037,"Sant Cebrià de Vallalta",NULL,27.0215,21,8,NULL,201707262100,2873,71,"Maresme"
202,82042,"Sant Climent de Llobregat",NULL,68.6336,11,8,NULL,201707262100,3516,87,"Baix Llobregat"
203,82055,"Sant Cugat del Vallès",NULL,15.3009,40,8,NULL,201707262100,73774,124,"Vallès Occidental"
204,82068,"Sant Cugat Sesgarrigues",NULL,5.5704,3,8,NULL,201707262100,890,266,"Alt Penedès"
205,82074,"Sant Esteve de Palautordera",NULL,6.111,41,8,NULL,201707262100,2079,231,"Vallès Oriental"
206,82080,"Sant Esteve Sesrovires",NULL,16.5042,11,8,NULL,201801011500,6590,183,"Baix Llobregat"
207,82093,"Sant Fost de Campsentelles",NULL,9.0125,41,8,NULL,201707262100,7409,112,"Vallès Oriental"
208,82107,"Sant Feliu de Codines",NULL,14.9053,41,8,NULL,201707262100,5412,480,"Vallès Oriental"
209,82114,"Sant Feliu de Llobregat",NULL,8.4283,11,8,NULL,201707262100,42486,25,"Baix Llobregat"
210,82129,"Sant Feliu Sasserra",NULL,26.0131,7,8,NULL,201707262100,622,617,"Bages"
211,82135,"Sant Fruitós de Bages",NULL,8.8475,7,8,NULL,201707262100,7199,247,"Bages"
212,82140,"Vilassar de Dalt",NULL,6.6223,21,8,NULL,201707262100,8334,142,"Maresme"
213,82153,"Sant Hipòlit de Voltregà",NULL,21.3445,24,8,NULL,201707262100,3319,536,"Osona"
214,82166,"Sant Jaume de Frontanyà","21.2710",9.117,14,8,20150128,201707262100,32,1072,"Berguedà"
215,82172,"Sant Joan Despí",NULL,19.6906,11,8,NULL,201801011500,31485,10,"Baix Llobregat"
216,82188,"Sant Joan de Vilatorrada","16.4246",57.1897,7,8,20170726,201707262100,10362,277,"Bages"
217,82191,"Vilassar de Mar",NULL,33.3867,21,8,NULL,201707262100,19051,10,"Maresme"
218,82205,"Sant Julià de Vilatorta",NULL,10.1826,24,8,NULL,201707262100,2809,600,"Osona"
219,82212,"Sant Just Desvern",NULL,9.3895,11,8,NULL,201707262100,15327,122,"Baix Llobregat"
220,82227,"Sant Llorenç d'Hortons",NULL,18.54,3,8,NULL,201707262100,2126,196,"Alt Penedès"
221,82233,"Sant Llorenç Savall",NULL,51.5343,40,8,NULL,201801011500,2271,466,"Vallès Occidental"
222,82248,"Sant Martí de Centelles","25.8741",25.7546,24,8,20141022,201707262100,907,406,"Osona"
223,82251,"Sant Martí d'Albars",NULL,33.4594,24,8,NULL,201707262100,114,629,"Osona"
224,82264,"Sant Martí de Tous","38.9412",13.543,6,8,20160727,201707262100,1101,465,"Anoia"
225,82270,"Sant Martí Sarroca",NULL,0.6239,3,8,NULL,201707262100,2849,291,"Alt Penedès"
226,82286,"Sant Martí Sesgueioles","3.8636",45.8626,6,8,20131016,201707262100,361,646,"Anoia"
227,82299,"Sant Mateu de Bages","102.1706",31.5027,7,8,20170726,201707262100,661,569,"Bages"
228,82303,"Premià de Dalt",NULL,38.0904,21,8,NULL,201707262100,9890,142,"Maresme"
229,82310,"Sant Pere de Ribes",NULL,45.5254,17,8,NULL,201707262100,26859,44,"Garraf"
230,82325,"Sant Pere de Riudebitlles",NULL,2.1165,3,8,NULL,201707262100,2246,246,"Alt Penedès"
231,82331,"Sant Pere de Torelló","54.9573",17.8302,24,8,20140212,201707262100,2264,621,"Osona"
232,82346,"Sant Pere de Vilamajor",NULL,4.3077,41,8,NULL,201707262100,3578,305,"Vallès Oriental"
233,82359,"Sant Pol de Mar",NULL,36.8904,21,8,NULL,201707262100,4773,15,"Maresme"
234,82362,"Sant Quintí de Mediona",NULL,27.3584,3,8,NULL,201707262100,2039,326,"Alt Penedès"
235,82378,"Sant Quirze de Besora","8.1521",2.23,24,8,20150429,201707262100,2069,587,"Osona"
236,82384,"Sant Quirze del Vallès",NULL,32.248,40,8,NULL,201707262100,17138,188,"Vallès Occidental"
237,82397,"Sant Quirze Safaja",NULL,48,42,8,NULL,201801011500,579,627,"Moianès"
238,82401,"Sant Sadurní d'Anoia",NULL,37.8493,3,8,NULL,201707262100,11617,162,"Alt Penedès"
239,82418,"Sant Sadurní d'Osormort","30.6645",44.7662,24,8,20160505,201707262100,89,531,"Osona"
240,82423,"Marganell","13.3455",22.02,7,8,20141022,201707262100,288,291,"Bages"
241,82439,"Santa Cecília de Voltregà",NULL,66.6059,24,8,NULL,201707262100,199,519,"Osona"
242,82444,"Santa Coloma de Cervelló",NULL,64.9442,11,8,NULL,201801011500,7314,73,"Baix Llobregat"
243,82457,"Santa Coloma de Gramenet",NULL,16.7291,13,8,NULL,201707262100,119056,56,"Barcelonès"
244,82460,"Santa Eugènia de Berga","6.9798",17.869,24,8,20141022,201707262100,2178,538,"Osona"
245,82476,"Santa Eulàlia de Riuprimer","13.8908",3.7977,24,8,20160505,201707262100,926,568,"Osona"
246,82482,"Santa Eulàlia de Ronçana",NULL,14.9379,41,8,NULL,201707262100,6111,162,"Vallès Oriental"
247,82495,"Santa Fe del Penedès","3.3760",11.9322,3,8,20170726,201707262100,350,240,"Alt Penedès"
248,82508,"Santa Margarida de Montbui","27.6030",23.0494,6,8,20160727,201707262100,9715,316,"Anoia"
249,82515,"Santa Margarida i els Monjos",NULL,13.5722,3,8,NULL,201707262100,6221,161,"Alt Penedès"
250,82520,"Barberà del Vallès",NULL,5.6202,40,8,NULL,201707262100,28633,146,"Vallès Occidental"
251,82536,"Santa Maria de Besora","24.9140",11.8909,24,8,20130529,201707262100,187,866,"Osona"
252,82541,"l'Esquirol",NULL,13.8094,24,8,NULL,201707262100,2239,693,"Osona"
253,82554,"Santa Maria de Merlès",NULL,34.6333,14,8,NULL,201707262100,152,532,"Berguedà"
254,82567,"Santa Maria de Martorelles",NULL,21.4276,41,8,NULL,201707262100,788,181,"Vallès Oriental"
255,82573,"Santa Maria de Miralles",NULL,22.1324,6,8,NULL,201707262100,128,543,"Anoia"
256,82589,"Santa Maria d'Oló","66.0811",9.0169,42,8,20170726,201707262100,1072,542,"Moianès"
257,82592,"Santa Maria de Palautordera",NULL,20.0492,41,8,NULL,201707262100,8099,208,"Vallès Oriental"
258,82606,"Santa Perpètua de Mogoda",NULL,65.3138,40,8,NULL,201707262100,21644,74,"Vallès Occidental"
259,82613,"Santa Susanna",NULL,15.4997,21,8,NULL,201801011500,2939,10,"Maresme"
260,82628,"Sant Vicenç de Castellet",NULL,10.7415,7,8,NULL,201801011500,7835,176,"Bages"
261,82634,"Sant Vicenç dels Horts",NULL,48.2456,11,8,NULL,201801011500,27019,22,"Baix Llobregat"
262,82649,"Sant Vicenç de Montalt",NULL,6.2822,21,8,NULL,201707262100,5127,143,"Maresme"
263,82652,"Sant Vicenç de Torelló","6.5878",10.6408,24,8,20150730,201707262100,1911,555,"Osona"
264,82665,"Cerdanyola del Vallès",NULL,18.5539,40,8,NULL,201707262100,57959,82,"Vallès Occidental"
265,82671,"Sentmenat",NULL,13.1743,40,8,NULL,201707262100,7209,207,"Vallès Occidental"
266,82687,"Cercs","47.0173",6.2232,14,8,20160727,201707262100,1333,650,"Berguedà"
267,82690,"Seva",NULL,16.4246,24,8,NULL,201707262100,3099,663,"Osona"
268,82704,"Sitges",NULL,3.9819,17,8,NULL,201707262100,25642,10,"Garraf"
269,82711,"Sobremunt",NULL,16.1658,24,8,NULL,201707262100,102,881,"Osona"
270,82726,"Sora","30.8421",7.7765,24,8,20150429,201707262100,193,716,"Osona"
271,82732,"Subirats",NULL,19.6887,3,8,NULL,201707262100,2943,243,"Alt Penedès"
272,82747,"Súria","23.6008",41.285,7,8,20160505,201707262100,6290,326,"Bages"
273,82750,"Tavèrnoles","18.8823",25.8741,24,8,20160505,201707262100,300,537,"Osona"
274,82763,"Tagamanent","43.4706",14.7023,41,8,20141022,201707262100,282,354,"Vallès Oriental"
275,82779,"Talamanca",NULL,38.9412,7,8,NULL,201801011500,134,552,"Bages"
276,82785,"Taradell",NULL,3.8636,24,8,NULL,201707262100,5764,623,"Osona"
277,82798,"Terrassa",NULL,102.1706,40,8,NULL,201801011500,199817,277,"Vallès Occidental"
278,82802,"Tavertet","32.7661",6.477,24,8,20150730,201707262100,155,869,"Osona"
279,82819,"Teià",NULL,40.8538,21,8,NULL,201707262100,5867,128,"Maresme"
280,82824,"Tiana",NULL,5.3524,21,8,NULL,201707262100,7305,136,"Maresme"
281,82830,"Tona",NULL,54.9573,24,8,NULL,201707262100,7328,596,"Osona"
